Ship name,Year,Month,Day,Latitude,Longitude,Keyed wind direction,Magnetic wind direction,True wind direction,Keyed wind descriptors,Wind descriptors as text,Beaufort wind force,Wind speed (m/s),Keyed air temperature,Converted air temperature (C),Keyed pressure,Converted pressure (hPa)
Devaynes                      ,1807,03,27, 33.9, -14.4,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 7100,21.7,30400,1024.8
Carmarthen                    ,1807,03,27, 34.1, -12.2,V         ,   ,   ,    058015,          Light Wind,  ,    , 7400,23.3,30300,1021.2
Carmarthen                    ,1807,03,27, 34.1, -12.2,V         ,   ,   ,    058015,          Light Wind,  ,    , 7400,23.3,30300,1021.2
Devaynes                      ,1807,03,28, 34.5, -13.3,          ,   ,   ,    055   ,          Increasing,  ,    , 7000,21.1,30360,1023.6
Carmarthen                    ,1807,03,28, 34.5, -12.0,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7800,25.6,30250,1019.2
Carmarthen                    ,1807,03,28, 34.5, -12.0,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7800,25.6,30250,1019.2
Devaynes                      ,1807,03,29, 34.8, -11.2,WNW       ,292,283,          ,                    ,  ,    , 7000,21.1,30300,1021.6
Carmarthen                    ,1807,03,29, 34.8,  -9.9,W         ,270,257,          ,                    ,  ,    , 7100,21.7,30120,1015.4
Carmarthen                    ,1807,03,29, 34.8,  -9.9,W         ,270,257,          ,                    ,  ,    , 7100,21.7,30120,1015.4
Devaynes                      ,1807,03,30, 35.1,  -9.3,N         ,360,347,    055   ,          Increasing,  ,    , 7100,21.7,30150,1016.5
General Stuart                ,1807,04,04, 34.7,  -8.1,NW        ,315,302,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Union 5                       ,1807,09,23, 38.8, -12.8,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7800,25.6,     ,    
Northampton 2                 ,1807,09,23, 38.8, -13.3,          ,   ,   ,    058015,          Light Wind,  ,    ,     ,    ,     ,    
Ann 1                         ,1807,09,23, 38.7, -13.0,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 7200,22.2,29460,993.5
Union 5                       ,1807,09,24, 37.7, -12.9,          ,   ,   ,    058001,           Light Air, 1, 1.0, 8100,27.2,     ,    
Northampton 2                 ,1807,09,24, 37.6, -13.5,W         ,270,248,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Ann 1                         ,1807,09,24, 37.6, -13.1,W         ,270,248,          ,                    ,  ,    , 7300,22.8,29430,992.3
Union 5                       ,1807,09,25, 36.0, -13.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 8100,27.2,     ,    
Ann 1                         ,1807,09,25, 35.9, -13.8,V         ,   ,   ,          ,                    ,  ,    , 7400,23.3,29630,998.8
Union 5                       ,1807,09,26, 34.6, -14.7,E         , 90, 68,    062002,     Pleasant Breeze, 4, 6.7, 8200,27.8,     ,    
Ann 1                         ,1807,09,26, 34.6, -14.2,SE        ,135,113,          ,                    ,  ,    , 7500,23.9,29720,1001.6
Devaynes                      ,1808,01,12, 32.2, -15.3,          ,   ,   ,          ,                    ,  ,    , 6800,20.0,30400,1024.9
Elphinstone                   ,1808,02,18, 39.0, -15.8,          ,   ,   ,       015,                Wind,  ,    ,     ,    ,     ,    
Essex 5                       ,1808,02,18, 39.1, -15.8,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 5400,12.2,     ,    
Phoenix 5                     ,1808,02,18, 39.1, -15.6,          ,   ,   ,    058001,           Light Air, 1, 1.0, 5500,12.8,30440,1028.1
Elphinstone                   ,1808,02,23, 32.9, -15.9,SSW       ,202,182,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Ceres 4                       ,1808,03,13, 40.0, -15.2,          ,   ,   ,          ,                    ,  ,    , 5500,12.8,     ,    
Alnwick Castle                ,1808,03,14, 39.9, -14.8,V         ,   ,   ,    058015,          Light Wind,  ,    , 5600,13.3,     ,    
Ceres 4                       ,1808,03,14, 39.8, -15.2,NNE       , 22,359,          ,                    ,  ,    , 5600,13.3,     ,    
Alnwick Castle                ,1808,03,15, 38.8, -14.9,NW        ,315,293,    069002,       Strong Breeze, 6,12.3, 5750,14.2,     ,    
Ceres 4                       ,1808,03,15, 38.9, -15.1,NWXW      ,303,282,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Canton                        ,1808,03,15, 38.8, -15.4,NNW       ,337,316,    055   ,          Increasing,  ,    , 6500,18.3,29650,1000.5
Alnwick Castle                ,1808,03,16, 35.8, -15.3,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5800,14.4,     ,    
Ceres 4                       ,1808,03,16, 35.8, -15.6,NNE       , 22,  1,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Alnwick Castle                ,1808,03,17, 34.1, -15.2,WSW       ,247,226,    058015,          Light Wind,  ,    , 6150,16.4,     ,    
Ceres 4                       ,1808,03,17, 34.2, -15.5,V         ,   ,   ,          ,                    ,  ,    , 5950,15.3,     ,    
Canton                        ,1808,03,17, 34.1, -15.8,SWXW      ,236,214,    060002,     Moderate Breeze, 4, 6.7, 6100,16.1,30100,1015.6
Alnwick Castle                ,1808,03,18, 33.3, -13.9,SWXW      ,236,216,    049002,        Fresh Breeze, 5, 9.3, 6250,16.9,     ,    
Ceres 4                       ,1808,03,18, 33.2, -14.2,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6050,15.8,     ,    
Canton                        ,1808,03,18, 33.2, -14.7,SWXW      ,236,216,    055   ,          Increasing,  ,    ,     ,    ,     ,    
Ceres 4                       ,1808,05,20, 35.8, -11.4,NXE       , 11,  2,    067002,       Steady Breeze, 5, 9.3, 6200,16.7,     ,    
Ocean 4                       ,1808,05,20, 35.7, -11.7,NXE       , 11,  2,    062002,     Pleasant Breeze, 4, 6.7, 6350,17.5,30270,1021.3
Canton                        ,1808,05,20, 35.7, -11.8,NXE       , 11,  2,    049002,        Fresh Breeze, 5, 9.3, 6400,17.8,     ,    
Streatham 4                   ,1808,05,26, 36.2, -11.5,NW        ,315,293,    058001,           Light Air, 1, 1.0, 6400,17.8,     ,    
Earl St. Vincent 1            ,1808,05,26, 36.4, -11.2,NW        ,315,293,    058015,          Light Wind,  ,    , 6500,18.3,     ,    
Huddart                       ,1808,05,26, 36.4, -11.2,          ,   ,   ,          ,                    ,  ,    , 6900,20.6,     ,    
Earl Spencer 2                ,1808,06,22, 35.4, -15.1,          ,   ,   ,          ,                    ,  ,    , 6800,20.0,30300,1021.8
Sir William Bensley           ,1808,06,22, 32.7, -15.2,          ,   ,   ,    055002,   Increasing Breeze,  ,    , 6400,17.8,     ,    
Lord Eldon                    ,1808,06,22, 35.4, -14.8,          ,   ,   ,          ,                    ,  ,    , 6700,19.4,30400,1025.3
Carmarthen                    ,1808,06,22, 35.4, -14.7,NE        , 45, 23,    067002,       Steady Breeze, 5, 9.3, 6800,20.0,30100,1015.1
Carmarthen                    ,1808,06,22, 35.4, -14.7,NE        , 45, 23,    067002,       Steady Breeze, 5, 9.3, 6800,20.0,30100,1015.1
Alexander 3                   ,1808,07,09, 34.3,  -9.5,SSW       ,202,190,          ,                    ,  ,    , 5900,15.0,     ,    
Northumberland 5              ,1808,07,10, 34.2, -15.0,V         ,   ,   ,       003,                Calm, 0, 0.0, 6200,16.7,29750,1003.7
Alexander 3                   ,1808,07,10, 34.1,  -8.2,V         ,   ,   ,       003,                Calm, 0, 0.0, 5800,14.4,     ,    
Northumberland 5              ,1808,07,11, 33.7, -13.1,SWXS      ,213,204,    097060,    Getting Moderate,  ,    , 6100,16.1,29600,998.7
Northumberland 5              ,1808,07,12, 34.1, -10.7,SXW       ,191,179,    042006,        Blowing Hard,10,26.8, 6100,16.1,29500,995.4
Earl St. Vincent 1            ,1808,07,20, 33.0, -14.7,SWXW      ,236,227,          ,                    ,  ,    , 6100,16.1,     ,    
Huddart                       ,1808,07,20, 33.0, -14.6,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6200,16.7,     ,    
Harriet 3                     ,1808,07,20, 33.0, -14.5,          ,   ,   ,    059015,         Little Wind, 2, 2.6, 6100,16.1,30300,1022.3
Alexander 3                   ,1808,07,21, 35.2, -12.2,V         ,   ,   ,    780003,         Nearly Calm, 1, 1.0, 5300,11.7,     ,    
Earl St. Vincent 1            ,1808,07,21, 33.0, -12.3,          ,   ,   ,    055015,     Increasing Wind,  ,    , 6300,17.2,     ,    
Huddart                       ,1808,07,21, 33.0, -14.5,NWXW      ,303,294,          ,                    ,  ,    , 6300,17.2,     ,    
Harriet 3                     ,1808,07,21, 33.0, -12.0,          ,   ,   ,    055002,   Increasing Breeze,  ,    , 6300,17.2,30100,1015.4
Earl St. Vincent 1            ,1808,07,22, 33.8,  -9.0,V         ,   ,   ,          ,                    ,  ,    , 6000,15.6,     ,    
Huddart                       ,1808,07,22, 33.5,  -8.9,SWXS      ,213,201,    060   ,            Moderate, 4, 6.7, 5800,14.4,     ,    
Walthamstow                   ,1808,09,26, 37.5, -14.6,NE        , 45, 23,          ,                    ,  ,    , 6800,20.0,29100,981.6
Ocean 6                       ,1808,09,26, 37.3, -14.1,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Sir Stephen Lushington        ,1808,09,26, 37.5, -13.9,          ,   ,   ,    067005,         Steady Gale, 6,12.3, 6800,20.0,29950,1010.2
Union 4                       ,1808,09,26, 37.7, -15.9,NEXE      , 56, 34,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,29800,1005.1
Walthamstow                   ,1808,09,28, 33.2, -16.0,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Ocean 6                       ,1808,09,28, 33.3, -15.7,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Lady Castlereagh              ,1809,03,06, 36.7, -14.7,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Cumberland                    ,1809,03,06, 36.6, -14.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6100,16.1,30320,1023.3
Lady Castlereagh              ,1809,03,07, 33.8, -14.7,NNE       , 22,  2,    069002,       Strong Breeze, 6,12.3, 6000,15.6,     ,    
Cumberland                    ,1809,03,07, 33.8, -14.8,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6100,16.1,30300,1022.4
Royal Charlotte 5             ,1809,04,14, 39.2, -14.8,          ,   ,   ,          ,                    ,  ,    , 5850,14.7,     ,    
Coutts                        ,1809,04,14, 39.4, -14.4,          ,   ,   ,          ,                    ,  ,    , 5500,12.8,30100,1016.7
Royal Charlotte 5             ,1809,04,15, 37.6, -15.1,NNE       , 22,  1,    058015,          Light Wind,  ,    , 6000,15.6,     ,    
Coutts                        ,1809,04,15, 37.6, -15.3,          ,   ,   ,          ,                    ,  ,    , 5700,13.9,30190,1019.3
Royal Charlotte 5             ,1809,04,16, 35.6, -15.3,NW        ,315,293,    055002,   Increasing Breeze,  ,    , 6200,16.7,     ,    
Coutts                        ,1809,04,16, 35.6, -15.5,NW        ,315,293,    049002,        Fresh Breeze, 5, 9.3, 5700,13.9,30600,1033.0
Glatton 4                     ,1809,04,16, 35.6, -15.3,          ,   ,   ,    048002,         Fine Breeze, 5, 9.3, 6000,15.6,30000,1012.5
Taunton Castle                ,1809,05,04, 39.4, -12.2,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 5800,14.4,     ,    
Earl Howe                     ,1809,05,04, 39.3, -12.0,NE        , 45, 21,    062002,     Pleasant Breeze, 4, 6.7, 6000,15.6,     ,    
Dover Castle                  ,1809,05,04, 39.2, -12.1,NE        , 45, 21,          ,                    ,  ,    , 6200,16.7,     ,    
Farlie                        ,1809,05,04, 39.3, -11.9,NEXE      , 56, 33,    060002,     Moderate Breeze, 4, 6.7, 5800,14.4,     ,    
Surrey 1                      ,1809,05,04, 39.2, -11.9,NE        , 45, 21,    060   ,            Moderate, 4, 6.7, 5800,14.4,29700,1002.9
Taunton Castle                ,1809,05,05, 37.0, -13.3,SWXW      ,236,214,          ,                    ,  ,    , 6100,16.1,     ,    
Earl Howe                     ,1809,05,05, 37.0, -13.1,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 6050,15.8,     ,    
Dover Castle                  ,1809,05,05, 37.0, -13.0,          ,   ,   ,          ,                    ,  ,    , 6200,16.7,     ,    
Farlie                        ,1809,05,05, 37.0, -13.2,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6000,15.6,     ,    
Surrey 1                      ,1809,05,05, 37.0, -13.0,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 5900,15.0,29600,999.2
Taunton Castle                ,1809,05,06, 34.6, -15.0,SW        ,225,203,    049002,        Fresh Breeze, 5, 9.3, 6300,17.2,     ,    
Earl Howe                     ,1809,05,06, 34.6, -14.6,NE        , 45, 23,          ,                    ,  ,    , 6400,17.8,     ,    
Dover Castle                  ,1809,05,06, 34.6, -14.6,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6400,17.8,     ,    
Farlie                        ,1809,05,06, 34.6, -14.5,NEXE      , 56, 34,    060002,     Moderate Breeze, 4, 6.7, 6300,17.2,     ,    
Surrey 1                      ,1809,05,06, 34.6, -14.4,NEXN      , 33, 12,    049002,        Fresh Breeze, 5, 9.3, 6200,16.7,29800,1005.5
Surrey 1                      ,1809,05,07, 32.6, -16.0,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6200,16.7,29800,1005.3
Northampton 2                 ,1809,07,13, 39.7, -12.6,          ,   ,   ,       003,                Calm, 0, 0.0, 6700,19.4,29900,1008.8
Lady Lushington               ,1809,07,13, 39.9, -12.3,W         ,270,246,          ,                    ,  ,    ,     ,    ,     ,    
Northampton 2                 ,1809,07,15, 37.0, -13.8,NNW       ,337,316,    060015,       Moderate Wind,  ,    , 6800,20.0,30100,1015.3
Lady Lushington               ,1809,07,15, 37.0, -13.3,NW        ,315,293,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Lady Lushington               ,1809,07,16, 35.4, -15.2,N         ,360,338,          ,                    ,  ,    ,     ,    ,     ,    
Arniston                      ,1810,01,28, 39.2, -14.0,SE        ,135,111,    058015,          Light Wind,  ,    , 5600,13.3,     ,    
Wexford                       ,1810,01,28, 39.2, -13.9,SEXE      ,123,100,          ,                    ,  ,    , 5700,13.9,29900,1009.7
Arniston                      ,1810,01,29, 37.8, -14.6,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 5500,12.8,     ,    
Wexford                       ,1810,01,29, 37.8, -14.4,NNE       , 22,  1,          ,                    ,  ,    , 5600,13.3,30140,1017.8
Arniston                      ,1810,01,30, 36.1, -15.1,NXE       , 11,349,    060002,     Moderate Breeze, 4, 6.7, 5600,13.3,     ,    
Wexford                       ,1810,01,30, 36.1, -15.0,          ,   ,   ,          ,                    ,  ,    , 5650,13.6,30300,1023.0
Arniston                      ,1810,01,31, 33.8, -15.9,ENE       , 67, 47,    055002,   Increasing Breeze,  ,    , 5900,15.0,     ,    
Wexford                       ,1810,01,31, 33.8, -15.8,ENE       , 67, 47,          ,                    ,  ,    ,     ,    ,     ,    
Elphinstone                   ,1810,03,07, 34.8, -15.0,          ,   ,   ,    069005,         Strong Gale, 9,22.6, 5700,13.9,29750,1004.2
Woodford 1                    ,1810,03,07, 36.2, -15.9,W         ,270,248,    006005,           Hard Gale,10,26.8, 6000,15.6,29000,978.8
Alfred 2                      ,1810,03,07, 34.9, -15.2,WXN       ,281,259,          ,                    ,  ,    , 6000,15.6,29850,1007.4
Alfred 2                      ,1810,03,07, 34.9, -15.2,WXN       ,281,259,          ,                    ,  ,    , 6000,15.6,29850,1007.4
Woodford 1                    ,1810,03,13, 35.7, -15.9,SW        ,225,203,    049002,        Fresh Breeze, 5, 9.3, 6200,16.7,29800,1005.6
Woodford 1                    ,1810,03,14, 34.2, -14.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6200,16.7,29800,1005.4
Woodford 1                    ,1810,03,15, 33.6, -14.0,          ,   ,   ,          ,                    ,  ,    , 6100,16.1,30000,1012.2
Tigris 2                      ,1810,03,24, 39.5, -13.7,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Hugh Inglis                   ,1810,03,24, 39.5, -15.4,V         ,   ,   ,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Northumberland 5              ,1810,03,24, 39.5, -13.7,          ,   ,   ,    016060,       More Moderate,  ,    , 6000,15.6,29450,994.3
Wexford                       ,1810,03,24, 36.6, -15.8,          ,   ,   ,          ,                    ,  ,    , 6850,20.3,30050,1013.5
William Pitt 2                ,1810,03,25, 38.1, -13.4,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6000,15.6,29700,1002.6
Tigris 2                      ,1810,03,25, 38.1, -13.2,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Hugh Inglis                   ,1810,03,25, 38.2, -15.8,NWXW      ,303,282,    049005,          Fresh Gale, 8,19.0,     ,    ,     ,    
Sir Stephen Lushington        ,1810,03,25, 38.0, -13.0,NWXW      ,303,282,    060   ,            Moderate, 4, 6.7, 5950,15.3,     ,    
Northumberland 5              ,1810,03,25, 38.2, -13.0,NWXW      ,303,282,    060   ,            Moderate, 4, 6.7, 6100,16.1,29700,1002.5
Wexford                       ,1810,03,25, 36.2, -13.9,V         ,   ,   ,          ,                    ,  ,    , 6800,20.0,29980,1011.1
